source,tibschol_refs,zotero_refs,xml_id,status,location,xml_content
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-43-46,unreviewed,1b7 - 1b8,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""1b7""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex5032023-05-2516-43-46"" status=""unreviewed""><note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3712"">bzang po</rs> nyid kyi</note> mchod brjod du <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:3706"">mngon rtogs</rs> nyid kyi de bkod pa ni <quote source=""db:3706"" n=""D3786, 1b2"">nyan thos</quote> zhes bya ba lasogs pa ste |<note type=""gloss"">rnam dpyad rigs pa las bshad thabs lnga gsungs pa las</note> ngag 'di'i dgos pa'i don brgyad <note type=""gloss""><rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:5552"">shang ka ra nan ta</rs>s <rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5832""><rs type=""work"" ana=""corpusmd:named_reference"" ref=""db:5831"">gtan tshigs thigs pa</rs>'i tI ka</rs>nas bshad yod <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">nga</rs>s <rs type=""place"" ana=""corpusmd:named_reference"" ref=""db:5616"">kha che</rs> nas 'ongs pa'i skyes chos yin te gsung ba</note>dang | spyi don<note type=""gloss"">nyan rang phyogs gcig tu byas pa'i</note> 'phags pa'i gang zag gsum gyi dgos pa sgrub cing de gsum nyid <note type=""gloss"">'khor dang bcas pa'i sangs rgyas kyi bdag nyid</note> skyed pa'i yon tan gnyis kyis bstod pa dang | de la phyag bya ba ste | gnyis dang | <note type=""gloss"">gang zag gang gis gdams ngag gi 'bras bu gang bsgrub pa zhes bshad nas</note>de dag so so'i tshig rnam par <choice><reg>phye bas</reg><orig>°e bas</orig></choice> <lb n=""1b8""/> rgyal bar bshad pa ni gzhan du blta'o ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-1,unreviewed,1b8 - 1b9,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""1b8""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2516-1""><note type=""gloss"">gang zag gsum po de dag gang las byung zhe na yon tan gnyis bshad do || <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo tsa</rs>'i zhal nas go mi chen po gsung skad nas mkhyen pa gsum gi dbye ba la sogs pa <choice><reg>rnaMs</reg><orig>°s</orig></choice> 'dir 'chad phyis 'og du skabs su bab gsung nas lus phung 'chad zhes</note>nyan pa po skal ldan spyan drang ba ni <quote>rgyal sras gang dag</quote> nas te | ‹rgyal sras gang dag khyad par gyi gzhi'o || skye bo nas khyad par te gzhan don phyir yang dag rdzogs pa'i byang chub 'dod pa'o || dgra dang skal bas ma pham ma rgyal ba sangs rgyas kyi gdung mtshan ldan gdung 'tshob pas sras brjod pa bzhin 'tshob pa'i sras las nyan thos kyi dbang gis skye ba'i skye ba po yin pas skye bo ma lus ma smid pa smin pa mi 'dun pa 'dun pa ma grol ba grol bar gsum las tha ma bzung ba bsgral phyir ro || byang chub ni byang chub chen po'o |›  'gro ba mtha' dag drang ba'i ched du byang chub dam pa don du gnyer <note type=""gloss"">ba dor na sems bskyed</note> pa'i blo ldan rnams <note type=""gloss"">gang yin pa zhes bsnyegs o || 
         slob dpon la ma ltos par mthong lam du</note>dang | rang nyid byang chub gyi sgo mngon par rtogs nas <note type=""gloss"">rang rgyal 'phags par 'gyur ba gang dag sangs rgyas pas dman nyan thos pas mchog pas de dag dang mnyam med</note>slar <note type=""gloss"">'o na gtan du ba'i zhe na mthar thug gtan du ba med pas</note>yang thun mong ma yin pa'i lam de nyid mthar 'phyin par (byed) pa 'am | rang gi byang chub thob nas slar yang lam dam par 'jug par byed pa rang rgyal rnams <note type=""gloss""><rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo tsA</rs>'i zhal nas 'di gsungs la 'jug mod kyi dnogs la gsungs nas gang yin ces</note> dang | <note type=""gloss"">thub pas gsungs pa'i rjes su 'jug gi rang gi shes rab kyi</note>mi slob pa dang slob pa'i lam <lb n=""1b9""/> kyis 'bras bu nyon mong pa dang phug sdug bsngal gnon cing 'dor bas 'gro gnyan thos rnams te | lam gsum (la) gnas pa rigs can gsum po yum nyan pa lasogs pa'i skal ldan de dag <abbr>thams cad</abbr> (chos) gyi sbyin pa la rtse gcig pa'i spro bas 'du bar spyan drang ba'o ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-47-09,unreviewed,3a1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""3a1""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex5032023-05-2516-47-09"" status=""unreviewed"">'das ni <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo tsA</rs>'i zhal nas skad kyi byings shed yin nam paN+Di ta kun la rjes su ma byung gsung ste spyir bkas bcas la bya ba min yang 'di bsnyil lam bkas bcad las 'jig _rten _pa'i _legs _ldan _du brjod pa las khyad par du byed pa'o|_|</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-48-00,unreviewed,3a1,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""3a1""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" xml:id=""ex5032023-05-2516-48-00"" status=""unreviewed""><rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo tsA</rs>'i zhal nas dgra bcom pa'i bshad pa tshar phyin pa'o zhes gsung zhes bden zla dang bdud dgra bcom pa yang sbyar pas so ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-45-35,unreviewed,3b7,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""3b7""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2516-45-35"">'o na kun dga' bo rgyun du zhugs par bshad pa dang 'gal lo snyam na|_de dmigs kyis spyir btang zhes pa'i tshul gyis bsal ba ni gang zag gcig nas te bsgo bya sgo byed rtag pa can ni med pas shes pa'i rgyun tsam bag chags rnams kyis gang bas ci rigs pa'i 'gro ba _<rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo tsA</rs> ba'i zhal nas phu su rna gang ba | gang ga ti 'gro ba la len pa ste gang zhing 'gro ba lan zhes 'ong ba'o zhes len _pa'o || gcig ni grangs snga mar chud pa las so ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2517-18-52,unreviewed,4b7,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""4b7""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2517-18-52"">[- 20 -]   img. 51    las zad pas 'pho ba'i tshul ni sems can gang dag nas te ngan song nas bton nas mi dang lha brdzus skyes lus rdzogs pa thob cing 'dren pa dang 'phrad de dang bas 'dud cing mchod par sbyor ba'o|_|dal ba'i yang gnod pa bsal ba ni de nas de'i tshe stong gsum nas de ngal sos pa'i bar ni rnam smin gyi sgrib pa bsal ba'o|_|bcus dang nas ni las kyi sgrib pa bsal ba ste|_las kyi mtha' ma dag pa gsum dang |_'tshol ba ma dag pa spangs pa'o|_|bde legs bsgrub pa ni sems can thams cad kyang nas te bsam pa dam pa dang sbyor ba dam pa dang bde ba dam pa gsum dang ldan pa'o|_|bsngags pa grub pa ni de'i tshe 'di lta bu'i nas te|_ched du brjod pa ni dgyes pas rang dbang med pa lta bur bskyed nas khegs pa'o zhes bstod pa'i tshig ste zhing 'di dman pa yin yang 'dren pa dag gi mthus 'di lta bu'i chos thob pa gzigs pas so|_|chos de nyid gang zhe na dul ba la sogs pa ste rim pa bzhin du dbang po phal mgo'o med bsdams pa dang ting nge 'dzin gyis nyon mongs skyes pa dran zhi ba dang gso gcer sogs med sbyong yan lag brgyad la sogs pa dang dge slong gi mi dge ba bcu spangs sdom pa la sogs pa dang byams pa pham 'dra la sogs pa sgom pa lnga'o|_|rdzu _'phrul gyi cho 'phrul las _skus dbang sgyur dregs pa can gyi dregs pa gzhom pa'i ched du ba la zil gyis gnon pa ni de'i tshe bcom ldan 'das nas te|_shes bya la mnga' brnyes pas 'di 'chad spyod pas ston gdul bya nus sgra gcan la sogs pas _so|_|nyi ma bsgribs _pa _med _pa _dang*_zla _ba _zhal _gnyis ni mdzes _pa'i dpe'o|_|don _ni _stong _gsum _gyi _nas _te|_'jig rten gyi khams zhes spyir bstan pa'o|_|de bshad pa ri rab dang nas te lha'i gnas ni spyir ro|_|dbang po ni brgya byin sum cu rtsa sum pa dang bcas pa'o|_|rab byed ni gzhan 'phrul _lo|_|lha _dang*_lha _ma _yin _ni _ri _rab _kyi _ngos _dang _khrod _ba_rten _pa'o|_|tshangs _pa _so skye dang _gnas gtsang la ni 'phags pa'i gnas gzugs khams pa'o|_|'od ni 'bar ba'o|_|sku _mdog _ni _pags _pa _mdzes _pa'o|_|gzi _brjod _ni _mthu'o|_|dpal _ni _dbyibs _tshad gya nom pa'o|_|de bzhis zil gyis mnan pas rim pa bzhin mdzes pa la sogs pa bzhi'o dang sbyar|_de'ang  <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">sngon gyi slob dpon</rs> gyis bshad pa gang zil gyis mnan na tshangs pa dang lha dang bdud dam mu stegs dang mi rnams zil gyis mnan _par _sbyar ro|_|</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2517-19-32,unreviewed,Gro chos skor 26,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 26""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2517-19-32"">mngon rtogs kyi don nyid la <rs type=""work"">'grel pa</rs>r lus rnam bzhag 'chad pa na skabs dang 'brel ba'i dri ba ni shes rab kyi (D3787, 15b7) nas te | mdo'i don spyir ji ltar blta bar bya ba dris pa'o || 
               'di'i lan du <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">rje btsun</rs> gyi lus rnam bzhag nyid 'god pa ni <quote xml:id=""d2e551"">bshad pa</quote> zhes 'brel ba brtsams nas <quote xml:id=""d2e554"">shes rab pha rol phyin pa ni </quote>zhes bya ba nas <quote xml:id=""d2e557"">yang dag brjod ces bya ba yin no</quote>'i bar ro ||(D3787, 16a1–16b2)</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2517-20-27,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2517-20-27"">spyi'i dbye ba ni de dag kyang nas te skyes bu zung bzhi ni <rs type=""person"" ana=""corpusmd:unnamed_reference"">rje btsun</rs> kyis bka' snga ma'i tha snyad la brten nas bstan pa 'di la 'jug pa'i rgyur nyan thos zhugs gnas bdun dang rang rgyal ba'i ming du btags par zad pas mtshan nyid ni gzhan kho na'o|</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-45-36,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2516-45-36"">tshig bla dag ni a ti wa ta zhes bya ba lhag pa'i tshig ste sgrig ma la <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo tsA ba chen po</rs>'i zhal nas sgro ltar glo bur du btags pa'o ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-45-342,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2516-45-342"">de ltar na <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo tsA chen po</rs>'i gcig la nas la la ni ngo bo nyid kyis | la la ni yul gyis | la la ni gang zag gis de gnyis 'phangs pa'i sgo nas te | dngos su brjod pa dang don gyis bstan pa dang rgyud nas rtogs pa'i don gsum dang gnyis dang re re ci rigs par bstan par blta'o ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2517-21-32,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2517-21-32"">khyad par bzhi ni <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">rje btsun</rs> gyi rtsa ba'i sgras zin pa ste yul gyi dmigs gzhi dang chos rnam gnyis dang 'bras bu la nus pa rgyu dang nye bar yongs rton pa'i khyad par bzhi'o ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-45-345,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2516-45-345"">
         'gyur rnying pa la gnas pa ma mchis|_thug pa ma mchis|_byin gyis brlabs pa ma mchis|_gsum gsum las med pa la  <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsA chen po</rs>'i zhal nas de ci ltar 'khrul lam 'di dag dang mi 'dra ba'i dgag sgrub bzhi dang bral bas mtshon pa ste | na T+The te a na Ne te na bi T+Te te zhes bzhi mdo la shin tu gsal lo || 'thad pas gnas pa'i don bsdu ba ni de ltar na ming de zhes so ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2517-22-23,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2517-22-23"">  'di _de _bzhin nyid la [- 87 -]   img. 118 sogs pa ni de thams cad kyi de kho na'i dbye ba'o|_|yang la lar ni shes bya'i 'og tu spang bya nyon mongs pa dang nye ba'i nyon mongs pa ci rigs pa dang |_khams gsum dang byed pa'i skyes bu la sogs pa dang |rnam pa'i dbye ba dge ba dang mi dge ba la sogs pa dang |_lam gyi yan lag tu rjes su dran pa bcu dang 'du shes nyi shu la sogs pa dang de kho na'i dbye bar skye ba med pa la sogs pa'am sgyu ma lta bu la sogs pa ste|_'di lta bu'i dbye ba bsdus pa dang rgyas pa dang phyogs re dang phal cher dang tshang ba dang mtshon byed tsam la sogs pa ci rigs par gsungs pa ni gdul bya dbang po dang khams dang mos pa du ma pa rjes su gzung ba'i don du chos can gyi dbye ba tha dad par zad la|_'dir mdo la sogs gsal bar gsungs pas phyogs tsam bshad kyi gzhan du'ang de kho na ltar gzung bar bya bas rtogs sla'o|_|'on kyang mdo le'u brgyad pa 'dir ni go rim phal cher de dang mi mthun zhing chal chol du gsungs pa mang lags|_spyir yang yum gyi mdo rgyas bsdus 'di dag la 'don pa du ma snang bas|_ <rs type=""person"" ana=""corpusmd:named_reference"">slob dpon 'phags pa</rs>s kyang res 'ga' 'gres kyi dum bu mang po sdud pa ni <rs type=""person"" ana=""corpusmd:named_reference"">rje btsun</rs> gyi man ngag gi bstan bcos 'di'i rtsa ba'i mdo gang yin pa rnam par dag pa de gtan la phebs par byed pa'i rgyu mtshan du go bar bya'o|_|</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-4,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-4"">sgom lam ni <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3712"">bzang po</rs>'i lugs de <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo tsA ba</rs>s lags pa'i dgongs pa 'chad pa dang ma mthun no ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-45-392,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2516-45-392"">don dam _par _'khor _gsum _dag _bcu bdun dngos po'i dbye ba ni ma yin te phar phyin drug gi tshogs gnyis kyis kyang kun bsdus pas so|_|
            'di bas lhag _pa'ang bsnan du _yod _bzhin du ci ste _mi _ston snyam na|_mtshan nyid kyi dbye bas|_bsam sbyor dang |_mnyam ldang dang |[- 115 -]    blta spyod dang |_'bras bu gtod pa dang |_dmigs pa 'dzin pa dang |_yon tan gyi rten byed pa dang |_sgrib pa spong ba ste mtshan nyid de ltar 'dus pas so|_|pas _shin _tu _bsgoms _pa'o|_|chos _kyi _dbyings _'phags _pa _la _grags _pa'o|_|nam mkha'i khams 'jig rten la grags pa'am|_|rgyas par byas pa dang po rang la cher _byams pa la|_de nas 'bring la|_de nas cung zad dang tha mal pa dang |_khyim mi dang grong pa nas phyogs bcu mu med pa la sgom pas so zhes bshad do|_|gzhan gsum la'ang sbyar ba ni snying rje la sogs pa zhes de 'dod pa dang bsam gtan dang po dang gnyis pa'i sdug bsngal sel ba dang rnam par 'tshe ba spong ba la sogs pa ci rigs su sbyar ro|lnga pa ni gzhan la phan pa'i thabs shes pa'o|_|'di la bdun las stong pa nyid shes kyang dmigs pa med _pa ni tshe _dang ldan pa shA _ri'i _bu gzhan yang nas te|_shes pa ni rang bzhin ji ltar bar _ro|_|dmigs pas ma yin pa ni der zhen pa med pas so|_|de bzhin du ting nge 'dzin gyi ni chos thams cad la nas so|_|chos kyi sdom dang rnam thar zla dang bcas pa gnyis kyi ni rtag ces nas so|_|dus gsum dang*|_khams gsum dang |_chos gsum _gyi rnam pa'i dbye ba shes kyang dmigs pa med pa ni gsal lo|_|drug pa ni snga ma rnams kyi rnam par mi rtog pa'i khyad par te pha rol tu phyin pa drug la 'jug kyang byed pa po la sogs par mi rtog pas mtshon pa'o|_|'jig kyang ni kun rdzob tu legs par sgrub pa'o|_|mi dmigs pa ni don dam par zhen pa med pa'o|_|bdun pa ni don du gnyer ba'i khyad par ro|_|'di la gnyis las shes byar ma zhen pa sgom pa rnam par 'jig pas spong ba che ba ni tshe dang ldan pa nas te sgom pa _gzhig _pa _ni _b+ha _ba _b+hi _b+ha _ba _zhes _bya _ba _sgrub pa dgag pa de|_b+ha ba ni sgom pa'o|_|b+ha b+hi ba ni sgom _pa rnam _par 'jig pa'am sgom pa rnam par mi sgom pa zhes yul bden pa bkag pas der zhen pa 'gog pa'o|_|  <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">sngon gyi lo tsA</rs> bas sgom pa rnam par sgom par bsgyur ba ni don ma rtogs pa'o ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2517-23-52,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2517-23-52"">bzhi pa ni btags pa tsam gyi gang zag ming la sogs pas mtshon pa dang |_de dag gi de kho na skye ba med pa la sogs pa la de ltar bkag pa dang |_gnyen po spyi'i bsdu ba gsum gyis yin par yang <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">kha cig</rs> 'chad do|_|</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2608-01-30,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2608-01-30"">'bras bu ni stobs _la _sogs pa'o|_|'di dag _gi _'thad _pa ni [- 153 -] img. 184 dngos por grub na rdzun pa'i rtogs mchog tu mi 'gyur bas so|_|de kho na ni chos kyi dbyings la sogs pa'o|_|spangs _pa'i _la _gsum _ste|_|spangs _pa _dngos _ni _rigs _pa'i _mchog _la _sogs _pa _las _brtsams pa'o|_|'thad pa 'di dag bden par grub pa na spangs pa gong nas gong du 'gro ba med pas so|_|de'i gang zag ni rigs kyi sa la sogs pa las so|_|spang bya'i gang zag ni lha la sogs pa'i 'jig rten las so|_|rtog pa la bzhis te|_lam dang 'bras bu rtogs pa nyid las ni sa'i rim pa'i sems bskyed rnams dang |_rdo rje lta bu'i ting nge 'dzin las brtsams te 'di dag kyang dngos por grub na rtogs pa gong nas gong du 'gro ba las so|_|de'i yon tan las ni bag chags dang mtshams sbyor ba spangs pas dang*|_mtshan dang 'od kyi sku'i che ba dang |_yan lag drug cu gsung gi che ba las so|_|'phrin las kyi ni chos kyi 'khor lo bskor bas so|_|de'i yul las brtsams pa ni de dag gi don du chos kyi 'khor lo bskor ba'i sems can zhes so|_|gsung gi yan lag drug cu ni gsang ba'i mdo las gsungs pas te bshad pa ni <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">sngon gyi slob dpon</rs> gyi man ngag bshad pa med par kun gyi khungs mthun par gsungs par snang ngo*|_|</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-45-40,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2516-45-40"">yang na 'di rnams <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo tsA ba chen po</rs>'i zhal nas ni sgra'i gnas brgyad las tha ma bod pa skye shing zhes bya ba lta bu ma gtogs pa bdun las brtsams pa ste |' jig rten dang 'das pa'i byed pa po dang | las su bya ba dang byed thabs dang | ched du bya ba dang | 'byung khungs dang 'brel ba can dang | dbang du bya ba'am gnas gzhi brjod pa la ltos nas pha rol tu phyin pa drug tshan gnyis dang | ci rigs par 'brel pa <pb n=""Gro chos skor 167""/> bar blta'o ||</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-45-393,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2516-45-393"">'go nad ni srin po la sogs pa 'bum nag srin po'i || rgyu gzer la sogs pa ma mo'i byed pa yin zer te 'di bden nges zhes <rs type=""person"" ana=""corpusmd:named_reference"" ref=""db:3786"">lo tsA ba</rs> gsungs |</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2608-06-36,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2608-06-36"">lha rnams kyi gsum srung ba ni de nas de'i tshe nas te|_rang nyid thub _pa'i _<rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">sngon gyi slob dpon</rs> bstan pa la gces par 'dzin pa nyid ston pa dang |_ston pa'i bka' drin rjes su skyong ba dang |_yon tan dam pa dang ldan pa dag gi phyogs su lhung ba yang rigs pas na yum bsgrub pa la tshul bzhin du zhugs pa dag la|_chos kyi srung ma ye shes kyi spyan mnga' ba mthu dang ldan pa rnams kyis|_ston pa'i spyan snga nyid du 'di ltar thugs dam bzhes nas dus thams cad du mgon mdzad par ni the tshom mi za'o|_|</seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2608-07-45,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2608-07-45"">'on kyang 'di la <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:4593"">slob dpon bdag nyid chen po</rs>s mdo dang sbyar nas mthong lam gyi ngo bo bcu drug dang |_phan yon bcu drug ste | tshan gnyis su bshad pa ni gzhung ji lta ba'i bshad pa de gzhan du blta'o ||
         'dir ni <rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3806"">kho bo</rs>s <rs type=""work"">'grel</rs> pa mdzad pa'i ltar rjes la 'thob pa'i phan yon bcu drug gis ye shes _kyi dbye ba rnams mtshon par byed pas bshad pa'o ||
      </seg></TEI>"
1_005_03_C_Gro_nyi khri lnga stong.xml,1_005_03,,ex5032023-05-2516-45-41,unreviewed,Gro chos skor 40,"<TEI xmlns='http://www.tei-c.org/ns/1.0'><lb xmlns=""http://www.tei-c.org/ns/1.0"" n=""Gro chos skor 40""/><seg xmlns=""http://www.tei-c.org/ns/1.0"" type=""excerpt"" status=""unreviewed"" xml:id=""ex5032023-05-2516-45-41"">don la sbyor ba ni de ci'i phyir zhes te 'di ni _<rs type=""person"" ana=""corpusmd:unnamed_reference"" ref=""db:3786"">lo tsA</rs>'i zhal nas de bzhin du zhes blta gsung rgyu mtshan du byed na'ang bsdu ba'o ||</seg></TEI>"
